"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Hail","May",33.54,-99.52,33.54,-99.52
"Hail","May",33.59,-99.47,33.59,-99.47
"Hail","May",36.06,-101.47,36.06,-101.47
"Hail","May",36.08,-101.44,36.08,-101.44
"Hail","May",36.08,-101.44,36.08,-101.44
"Hail","May",36.26,-101.66,36.26,-101.66
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","May",31.57,-100.18,31.57,-100.18
"Hail","May",32.42,-99.86,32.42,-99.86
"Hail","May",32.42,-99.75,32.42,-99.75
"Hail","May",32.27,-99.57,32.27,-99.57
"Hail","May",36.48,-100.85,36.48,-100.85
"Hail","May",35.1,-100.89,35.1,-100.89
"Hail","May",36.35,-100.81,36.35,-100.81
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","May",33.67,-99.13,33.67,-99.13
"Hail","May",33.55,-98.67,33.55,-98.67
"Thunderstorm Wind","May",33.73,-99.79,33.73,-99.79
"Hail","May",36.2,-101.66,36.2,-101.66
"Hail","May",36.21,-101.66,36.21,-101.66
"Hail","May",36.28,-101.75,36.28,-101.75
"Hail","May",36.23,-101.84,36.23,-101.84
"Drought","July",NA,NA,NA,NA
"Hail","May",30.44,-101.47,30.44,-101.47
"Hail","May",31.53,-100.23,31.53,-100.23
"Hail","May",32.42,-99.84,32.42,-99.84
"Hail","May",32.48,-99.96,32.48,-99.96
"Thunderstorm Wind","May",32.89,-100.23,32.89,-100.23
"Thunderstorm Wind","May",33.17,-99.74,33.17,-99.74
"Hail","May",36.36,-100.8,36.36,-100.8
"Hail","May",36.4,-100.8,36.4,-100.8
"Hail","May",36.39,-100.81,36.39,-100.81
"Thunderstorm Wind","May",36.14,-101.78,36.14,-101.78
"Drought","July",NA,NA,NA,NA
"Hail","May",32.72,-100.25,32.72,-100.25
"Hail","May",30.59,-101.58,30.59,-101.58
"Hail","May",32.25,-99.55,32.25,-99.55
"Hail","May",32.4,-99.68,32.4,-99.68
"Thunderstorm Wind","May",31.5416,-100.514,31.5416,-100.514
"Flash Flood","May",31.4685,-100.4394,31.4683,-100.4393
"Hail","May",33.18,-99.47,33.18,-99.47
"Hail","May",32.72,-99.69,32.72,-99.69
"Hail","May",36.31,-100.81,36.31,-100.81
"Hail","May",36.29,-100.81,36.29,-100.81
"Hail","May",36.28,-101.05,36.28,-101.05
"Heat","June",NA,NA,NA,NA
"Hail","May",33.7458,-99.6454,33.7458,-99.6454
"Hail","May",33.4172,-99.8183,33.4172,-99.8183
"Hail","May",33.58,-99.79,33.58,-99.79
"Hail","May",33.68,-98.74,33.68,-98.74
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Thunderstorm Wind","July",33.1602,-95.1198,33.1602,-95.1198
"Thunderstorm Wind","July",32.8995,-95.2968,32.8995,-95.2968
"Hail","May",32.39,-99.68,32.39,-99.68
"Thunderstorm Wind","May",31.54,-100.18,31.54,-100.18
"Thunderstorm Wind","May",31.37,-100.49,31.37,-100.49
"Flash Flood","May",32.4587,-100.0145,32.4585,-100.0145
"Hail","May",32.95,-99.8,32.95,-99.8
"Thunderstorm Wind","May",32.44,-100.54,32.44,-100.54
"Hail","May",31.6,-100.18,31.6,-100.18
"Hail","May",31.6,-100.18,31.6,-100.18
"Thunderstorm Wind","May",31.61,-100.25,31.61,-100.25
"Hail","May",33.46,-96.2,33.46,-96.2
"Hail","May",36.28,-101.05,36.28,-101.05
"Flash Flood","May",35.37,-101.05,35.39,-100.94
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","May",33.78,-98.8,33.78,-98.8
"Thunderstorm Wind","May",33.88,-98.48,33.88,-98.48
"Thunderstorm Wind","May",33.98,-98.5,33.98,-98.5
"High Wind","May",NA,NA,NA,NA
"Hail","May",33.63,-98.3,33.63,-98.3
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",32.9773,-95.1371,32.9773,-95.1371
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Thunderstorm Wind","July",32.7503,-95.0797,32.7503,-95.0797
"Thunderstorm Wind","July",32.7026,-94.8464,32.7026,-94.8464
"Thunderstorm Wind","July",32.7245,-94.9491,32.7245,-94.9491
"Flash Flood","May",30.45,-101.47,30.4487,-101.4692
"Hail","May",32.42,-99.79,32.42,-99.79
"Hail","May",32.41,-99.78,32.41,-99.78
"Thunderstorm Wind","May",32.75,-99.7,32.75,-99.7
"Hail","May",31.99,-101.26,31.99,-101.26
"Thunderstorm Wind","May",32.46,-100.47,32.46,-100.47
"Hail","May",33.07,-97.04,33.07,-97.04
"Hail","May",33.04,-97.06,33.04,-97.06
"Hail","May",33.24,-96.82,33.24,-96.82
"Hail","May",33.22,-96.88,33.22,-96.88
"Hail","May",32.95,-97.09,32.95,-97.09
"Excessive Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Hail","May",33.47,-99.52,33.47,-99.52
"Hail","May",33.421,-99.8179,33.421,-99.8179
"Hail","May",36.05,-102,36.05,-102
"Hail","May",35.08,-101.91,35.08,-101.91
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","October",33.9808,-100.3265,34.02,-100.3
"Thunderstorm Wind","October",34.0067,-101.3166,34.0067,-101.3166
"Thunderstorm Wind","October",33.9033,-100.1367,33.9033,-100.1367
"Hail","October",34.02,-100.1778,34.02,-100.1778
"Flash Flood","October",32.7469,-100.9423,32.701,-100.9414
"Flash Flood","October",31.9118,-102.3483,31.8495,-102.3143
"Flash Flood","October",32.7473,-100.9453,32.676,-100.9596
"Flash Flood","October",32.9058,-101.1749,32.8604,-101.1793
"Hail","October",30.89,-102.9,30.89,-102.9
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.5248,-96.3608,32.5367,-96.3854
"Flash Flood","October",32.6279,-96.3374,32.6172,-96.4191
"Flash Flood","October",32.5024,-97.8461,32.5469,-97.7191
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","October",33.6,-102.62,33.6,-102.62
"Hail","October",33.5945,-102.37,33.5945,-102.37
"Thunderstorm Wind","October",34.0055,-100.3,34.0055,-100.3
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Hail","October",30.88,-102.89,30.88,-102.89
"Hail","October",30.88,-102.89,30.88,-102.89
"Hail","October",30.83,-103.05,30.83,-103.05
"Hail","October",31.27,-102.69,31.27,-102.69
"Hail","October",31.38,-102.66,31.38,-102.66
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Hail","October",33.193,-98.1626,33.193,-98.1626
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Flash Flood","November",29.88,-94.33,29.8918,-94.3155
"Hail","October",33.58,-102.1179,33.58,-102.1179
"Hail","October",33.6,-102.0721,33.5966,-101.8019
"Hail","October",33.98,-101.33,33.98,-101.33
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Hail","October",31.91,-102.37,31.91,-102.37
"Hail","October",31.88,-102.39,31.88,-102.39
"Hail","October",31.85,-102.41,31.85,-102.41
"Hail","October",31.89,-102.32,31.89,-102.32
"Thunderstorm Wind","October",31.92,-102.4,31.92,-102.4
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",32.91,-98.08,32.91,-98.08
"Thunderstorm Wind","October",33.1,-96.77,33.1,-96.77
"Hail","October",32.9,-97.81,32.9,-97.81
"Thunderstorm Wind","October",32.9776,-97.93,32.9776,-97.93
"Hail","October",32.9779,-97.9303,32.9779,-97.9303
"Hail","October",32.92,-97.7,32.92,-97.7
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Thunderstorm Wind","October",33.5049,-101.8837,33.5049,-101.8837
"Flash Flood","October",29.83,-97.94,29.8321,-97.9407
"Thunderstorm Wind","October",32.72,-100.86,32.72,-100.86
"Thunderstorm Wind","October",32.72,-100.86,32.72,-100.86
"Thunderstorm Wind","October",32.36,-100.86,32.36,-100.86
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",32.92,-95.57,32.92,-95.57
"Thunderstorm Wind","October",32.72,-97.48,32.72,-97.48
"Thunderstorm Wind","October",32.77,-97.43,32.77,-97.43
"Hail","October",32.84,-96.96,32.84,-96.96
"Thunderstorm Wind","October",32.48,-97,32.48,-97
"Thunderstorm Wind","October",32.45,-96.81,32.45,-96.81
"Thunderstorm Wind","October",32.03,-96.4,32.03,-96.4
"Drought","November",NA,NA,NA,NA
"Hail","November",34.03,-98.92,34.03,-98.92
"Hail","October",34.2581,-99.6748,34.2581,-99.6748
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",32.93,-95.4,32.93,-95.4
"Thunderstorm Wind","October",32.33,-95.38,32.33,-95.38
"Thunderstorm Wind","October",33.27,-97.25,33.27,-97.25
"Thunderstorm Wind","October",32.7231,-97.4603,32.7231,-97.4603
"Hail","October",32.7233,-97.4586,32.7233,-97.4586
"Thunderstorm Wind","October",33.7932,-95.9307,33.7932,-95.9307
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Thunderstorm Wind","October",34.3653,-99.3541,34.3653,-99.3541
"Hail","October",33.98,-99.72,33.98,-99.72
"Hail","October",33.98,-99.54,33.98,-99.54
"Thunderstorm Wind","October",33.858,-98.5779,33.858,-98.5779
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",32.86,-95.07,32.86,-95.07
"Thunderstorm Wind","October",32.34,-95.32,32.34,-95.32
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","October",33.5939,-99.2709,33.5939,-99.2709
"Hail","October",31.41,-103.5,31.41,-103.5
"Hail","October",31.98,-103.7,31.98,-103.7
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",33.4554,-94.0753,33.4555,-94.0737
"Flash Flood","October",33.47,-94.07,33.4707,-94.0678
"Drought","November",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",31.98,-103.67,31.98,-103.67
"Flash Flood","October",32.952,-102.5816,32.9322,-102.5829
"Hail","October",31.84,-102.5,31.84,-102.5
"Thunderstorm Wind","October",32.9,-101.2,32.9,-101.2
"Flash Flood","October",32.3804,-101.3886,32.3193,-101.3597
"Flash Flood","October",32.4001,-101.3716,32.382,-101.3615
"Flash Flood","October",27.595,-99.5105,27.5892,-99.5259
"Flash Flood","October",27.57,-99.43,27.5883,-99.433
"Flash Flood","October",33.47,-94.44,33.4597,-94.4755
"Flash Flood","October",33.605,-95.0547,33.6049,-95.0571
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.415,-100.8915,32.3731,-100.8823
"Hail","October",32.77,-101.42,32.77,-101.42
"Thunderstorm Wind","October",32.02,-102.1,32.02,-102.1
"Thunderstorm Wind","October",32,-102.08,32,-102.08
"Hail","October",32.08,-102.07,32.08,-102.07
"Thunderstorm Wind","October",32.78,-100.94,32.78,-100.94
"Flash Flood","October",33.17,-94.74,33.1699,-94.7449
"Flash Flood","October",32.34,-95.29,32.3402,-95.2854
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","October",32.74,-100.96,32.74,-100.96
"Hail","October",32,-102.08,32,-102.08
"Thunderstorm Wind","October",31.93,-102.11,31.93,-102.11
"Hail","October",32,-102.1,32,-102.1
"Hail","October",32.05,-102.05,32.05,-102.05
"Hail","October",30.5,-102.43,30.5,-102.43
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.78,-95.63,32.7786,-95.6313
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","November",34.38,-100.07,34.38,-100.07
"Flash Flood","November",29.3014,-94.8208,29.3042,-94.8102
"Flash Flood","November",29.8239,-94.397,29.8191,-94.3979
"Thunderstorm Wind","October",32.09,-102.05,32.09,-102.05
"Thunderstorm Wind","October",32.03,-102.1,32.03,-102.1
"Thunderstorm Wind","October",32.22,-101.52,32.22,-101.52
"Thunderstorm Wind","October",31.95,-102.2,31.95,-102.2
"Thunderstorm Wind","October",32.76,-101.41,32.76,-101.41
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.7567,-97.3807,32.7294,-97.396
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Thunderstorm Wind","October",33.3892,-102.6099,33.3892,-102.6099
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.8304,-97.3503,32.8002,-97.3483
"Flash Flood","October",30.885,-97.0112,30.8341,-97.0219
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Flash Flood","October",33.5336,-101.9589,33.491,-101.9431
"Heat","October",NA,NA,NA,NA
"Flash Flood","October",32.73,-97.39,32.7356,-97.3905
"Flash Flood","October",32,-97.88,31.9873,-97.8625
"Flash Flood","October",32.9328,-97.2661,32.928,-97.2664
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Hail","October",32.34,-100.62,32.34,-100.62
"Thunderstorm Wind","October",32.85,-100.55,32.85,-100.55
"Thunderstorm Wind","October",32.35,-100.53,32.35,-100.53
"Thunderstorm Wind","October",32.85,-100.55,32.85,-100.55
"Thunderstorm Wind","October",30.67,-101.7,30.67,-101.7
"Flash Flood","October",32.9369,-96.6721,32.6906,-96.6501
"Flash Flood","October",32.8238,-97.2563,32.7915,-97.2551
"High Wind","November",NA,NA,NA,NA
"Flash Flood","October",30.59,-99.6,30.5896,-99.5996
"Flash Flood","October",30.4735,-99.7654,30.4736,-99.765
"Flash Flood","October",33.2251,-97.245,33.1874,-97.2748
"Flash Flood","October",33.3,-96.93,33.306,-96.9793
"Flash Flood","October",32.8394,-97.0295,32.8357,-97.0289
"Hail","October",33.949,-102.15,33.949,-102.15
"Thunderstorm Wind","October",33.9446,-100.8375,33.9446,-100.8375
"Thunderstorm Wind","October",34.0634,-100.3,34.0634,-100.3
"Hail","October",34.94,-100.9,34.94,-100.9
"Hail","October",34.94,-100.9,34.94,-100.9
"Hail","October",35,-100.9,35,-100.9
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Flash Flood","October",32.68,-96.72,32.646,-96.6429
"Flash Flood","October",31.9416,-97.6311,31.917,-97.622
"Flash Flood","October",32.67,-96.58,32.6541,-96.4965
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.26,-98.4,32.26,-98.4
"Thunderstorm Wind","September",32.98,-97.69,32.98,-97.69
"Hail","September",33.74,-96.52,33.74,-96.52
"Hail","September",33.26,-97.21,33.26,-97.21
"Hail","September",33.27,-97.25,33.27,-97.25
"Thunderstorm Wind","September",32.78,-95.62,32.78,-95.62
"Thunderstorm Wind","September",32.51,-95.45,32.51,-95.45
"Thunderstorm Wind","September",32.23,-95.22,32.23,-95.22
"Thunderstorm Wind","September",32.37,-95.3,32.37,-95.3
"Thunderstorm Wind","September",31.97,-95.24,31.97,-95.24
"Thunderstorm Wind","September",31.83,-95.07,31.83,-95.07
"Thunderstorm Wind","September",32,-94.91,32,-94.91
"Thunderstorm Wind","September",30.08,-94.19,30.08,-94.19
"Thunderstorm Wind","September",30.08,-94.11,30.08,-94.11
"Thunderstorm Wind","September",29.97,-93.98,29.97,-93.98
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.44,-100.71,32.44,-100.71
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Hail","September",33.28,-97.22,33.28,-97.22
"Hail","September",33.23,-97.17,33.23,-97.17
"Flash Flood","September",33.76,-96.54,33.7414,-96.5344
"Flash Flood","September",30.0566,-94.1301,30.0677,-94.13
"Thunderstorm Wind","September",32.8,-94.33,32.8,-94.33
"Thunderstorm Wind","September",32.87,-94.27,32.87,-94.27
"Thunderstorm Wind","September",31.96,-94.98,31.96,-94.98
"Thunderstorm Wind","September",32,-94.8,32,-94.8
"Flash Flood","October",30.18,-101.01,30.1869,-101.0122
"Flash Flood","October",30.4584,-99.1235,30.4538,-99.1362
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","September",26.2271,-97.6551,26.2271,-97.6551
"Hail","September",31.87,-95.54,31.87,-95.54
"Hail","September",31.87,-95.57,31.87,-95.57
"Thunderstorm Wind","September",33.55,-96.41,33.55,-96.41
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",32.41,-100.71,32.41,-100.71
"Thunderstorm Wind","September",32.41,-100.69,32.41,-100.69
"Thunderstorm Wind","September",32.18,-101.47,32.18,-101.47
"Thunderstorm Wind","September",32.1,-101.63,32.1,-101.63
"Thunderstorm Wind","September",31.78,-103.2,31.78,-103.2
"Thunderstorm Wind","September",31.6,-103.27,31.6,-103.27
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",29.41,-98.2,29.41,-98.2
"Thunderstorm Wind","September",30.52,-97.84,30.52,-97.84
"Thunderstorm Wind","September",30.09,-97.5,30.09,-97.5
"Thunderstorm Wind","September",29.82,-101.61,29.82,-101.61
"Thunderstorm Wind","September",29.69,-97.11,29.69,-97.11
"Thunderstorm Wind","September",28.65,-96.68,28.65,-96.68
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Thunderstorm Wind","September",31.6,-97.32,31.6,-97.32
"Hail","September",33.43,-95.95,33.43,-95.95
"Hail","September",32.91,-96.81,32.91,-96.81
"Hail","September",32.89,-96.79,32.89,-96.79
"Hail","September",32.9402,-96.7251,32.9402,-96.7251
"Hail","September",32.92,-96.74,32.92,-96.74
"Thunderstorm Wind","September",33.58,-95.91,33.58,-95.91
"Hail","September",32.93,-96.71,32.93,-96.71
"Thunderstorm Wind","September",31.17,-94.72,31.17,-94.72
"Thunderstorm Wind","September",31.93,-94.98,31.93,-94.98
"Drought","October",NA,NA,NA,NA
"Thunderstorm Wind","September",27.32,-98.68,27.32,-98.68
"Heat","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Thunderstorm Wind","September",31.98,-101.37,31.98,-101.37
"Thunderstorm Wind","September",29.99,-101.93,29.99,-101.93
"Flash Flood","September",32.3488,-100.9106,32.4512,-100.9106
"Flash Flood","September",32.0604,-102.3354,32.0481,-102.412
"Thunderstorm Wind","September",32.76,-101.41,32.76,-101.41
"Thunderstorm Wind","September",32.45,-100.92,32.45,-100.92
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",29.12,-100.47,29.12,-100.47
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Excessive Heat","September",NA,NA,NA,NA
"Thunderstorm Wind","September",34.3438,-99.9397,34.3438,-99.9397
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Hail","September",33.6,-95.05,33.6,-95.05
"Hail","September",32.93,-96.65,32.93,-96.65
"Hail","September",32.97,-96.75,32.97,-96.75
"Thunderstorm Wind","September",31.61,-97.22,31.61,-97.22
"Hail","September",32.94,-96.66,32.94,-96.66
"Hail","September",32.96,-96.7,32.96,-96.7
"Thunderstorm Wind","September",33.24,-95.9,33.24,-95.9
"Hail","September",32.94,-96.62,32.94,-96.62
"Hail","September",32.95,-96.64,32.95,-96.64
"Thunderstorm Wind","September",32.04,-99.52,32.04,-99.52
"Hail","September",32.12,-99.17,32.12,-99.17
